Years,Available Area for Marsh Encroachment,Birth Rate,Births,Carbon Dioxide Released as a function of FF Consumption,Carbon in the Atmosphere,Carbon Released into the Atmosphere,Carbon Sequestration,Conversion to High Marsh,Conversion to Low Marsh,Days Recreating[Birding],Days Recreating[Hiking],Days Recreating[Marsh Walking],Days Recreating[Marsh Driving],Days Recreating[Boat Fishing],Days Recreating[Land Fishing],Days Recreating[Duck Hunting],Days Recreating[Pleasure Boating],Days Recreating[Marsh Work],Deaths,Delay in Action Erosion Control,="Delay in Action: Flood Control",Delay in Erosion Control Implementation,Delay in Flood Control Implementation High Marsh,Delay in Flood Control Implementation Low Marsh,Erosion Control Rate,Fiddler Crab Carrying Capacity,Fiddler Crab Mortality Rate,Fiddler Crabs,="Flood Mitigation Rate: High Marsh",="Flood Mitigation Rate: Low Marsh",Forest Converted to High Marsh,Global Fossil Fuel Consumption,High Marsh Area,High Marsh Conversion Rate,High Marsh Erosion,High Marsh Erosion Rate,High Marsh to Upland Conversion Rate,High Sea Level Rise,="Horizontal Growth Rate: Low Marsh",Human Mortality Rate,Human Population,="Inundation Loss Rate: Low Marsh",Low Marsh Area,Low Marsh Conversion Rate,Low Marsh Erosion,Low Marsh Erosion Rate,="Low Marsh Erosion Rate: Fiddler Crabs",="Low Marsh Erosion Rate: SLR",="Low Marsh Growth: Fiddlers",Low Marsh Horizontal Growth,Low Sea Level Rise,Mean Days Recreating,Medium Sea Level Rise,Mortality,Mortality Rate mediated by Low Marsh Area,Policy Demand Flood Control,="Policy Demand: Erosion Control",Rate of Sea Level Rise,Recruitment,Recruitment Rate,Salt Water Inundation in Low Marsh,Scenario 1,Scenario 2,Scenario 3,Sequestration Rate,Total Marsh Area,Upland Border Decay,Upland Border Decay Rate,Upland Border Extent,="Vertical Growth Rate: Low Marsh"
1,0,0.018,0.135,40.0233814431,3196,40.0233814431,22.0128597937,34.7465528863,4.03068027995,23,2,40,56,3,1,3,6,36,0.06345,18.8888888889,18.8888888889,0.143283821581,0.143283821581,0.143283821581,0.0041051417636,0.00001,0.00001,1,0,0,0,137000,33000,0.00496379326947,0.0276760471082,8.38668094189e-7,0.142787598393,2.84636380803,0.00162096089437,0.00846,7.5,0.000203374732186,7000,0.000122141826665,0,-0.00410046648786,0.0000024298245614,0.00000224545118071,0,11.3467262606,2.8326,18.8888888889,2.84507057027,0.00001,0,0.143283821581,0.143283821581,2.84507057027,0.34569,0.34569,1.4236231253,0,1,0,0.55,40000,0.417104881393,0.00017379370058,2400,3.0425678636
1.25,0.104276220348,0.018,0.135321975,40.1785427542,3200.50263041,40.1785427542,22.0981985148,34.6819172143,5.03952169756,23.0014657601,2.00012060052,40.0024553028,56.0033768145,3.00019110544,1.00006246488,3.00019110544,6.00038221087,36.0022512097,0.0641150273823,18.8888888889,18.8888888889,0.143283821581,0.143283821581,0.143283821581,0.0041051417636,0.00001,0.00001,1.08642,0,0,0.0149105875879,138586.025,33007.6720491,0.00495824158683,0.027696791323,8.39101627095e-7,0.142991254748,2.85045476004,0.00162128699967,0.00852833025,7.5178875,0.000203557897733,6994.80180763,0.000152677283332,0,-0.00410025405854,0.00000263981,0.00000224789505697,0,11.340581236,2.83325,18.8900551749,2.84883821283,0.0000108642,0,0.143283821581,0.143283821581,2.84883821283,0.378755797073,0.3486274158,1.42384715102,0,1,0,0.55,40002.4738568,0.417963929648,0.000174159204297,2399.89572378,3.0432098295
1.5,0.205039555863,0.018,0.135642406264,40.3329601316,3205.02271647,40.3329601316,22.1831280724,34.6186605235,6.04878316755,23.0029327824,2.00024130488,40.0049127199,56.0067565367,3.00038237543,1.00012498355,3.00038237543,6.00076475086,36.0045043578,0.0647792931982,18.8888888889,18.8888888889,0.143283821581,0.143283821581,0.143283821581,0.0041051417636,0.00001,0.00001,1.18110623322,0,0,0.0293606209744,140164.445672,33015.0794515,0.0049526899042,0.0277173200097,8.39535160001e-7,0.143194911103,2.85454571205,0.00162161310497,0.00859633288497,7.5356892369,0.00020374106328,6989.87039227,0.000183212739998,0,-0.00410002154373,0.0000028698809351,0.00000225033893323,0,11.3348654302,2.8339,18.8912224652,2.8526058554,0.0000118110623322,0,0.143283821581,0.143283821581,2.8526058554,0.415567268536,0.351845800867,1.42412362591,0,1,0,0.55,40004.9498437,0.418822864196,0.000174524708013,2399.7912328,3.0438517954
1.75,0.302405116669,0.018,0.135961290273,40.486631879,3209.56017449,40.486631879,22.2676475335,34.5567776508,7.05844047323,23.0044010545,2.00036211208,40.0073722305,56.0101391381,3.00057380837,1.00018755549,3.00057380837,6.00114761673,36.0067594254,0.0654427551184,18.8888888889,18.8900551749,0.143283821581,0.143283821581,0.143283821581,0.0041051417636,0.00001,0.00001,1.28499509759,0,0,0.0433644605222,141735.244678,33022.2223316,0.00494713822157,0.0277376329288,8.39968692907e-7,0.143398567458,2.85863666405,0.00162193921028,0.00866400715795,7.55340501517,0.000203924228827,6985.20560839,0.000213748196664,0,-0.00409976666814,0.0000031223126494,0.00000225278280949,0,11.3295788681,2.83455,18.8923907499,2.85637349797,0.0000128499509759,0,0.143265972527,0.143283821581,2.85637349797,0.456657681422,0.355376983367,1.42445266689,0,1,0,0.55,40007.42794,0.419681684805,0.000174890211729,2399.68652708,3.0444937613
2,0.39648442274,0.018,0.136278623681,40.6395563846,3214.11492057,40.6395563846,22.3517560115,34.4962634125,8.06846941517,23.005870566,2.00048302125,40.0098338173,56.0135245951,3.00076540291,1.00025018024,3.00076540291,6.00153080582,36.0090163967,0.0661053712425,18.8888888889,18.8912224652,0.143283821581,0.143283821581,0.143283821581,0.0041051417636,0.00001,0.00001,1.39915630545,0,0,0.0569360448125,143298.405541,33029.1008226,0.00494158653893,0.0277577298479,8.40402225813e-7,0.143602223813,2.86272761606,0.00162226531558,0.00873135235903,7.57103464896,0.000204107394374,6980.80730564,0.00024428365333,0,-0.00409948683256,0.00000339970435624,0.00000225522668575,0,11.3247215667,2.8352,18.8935600209,2.86014114053,0.0000139915630545,0,0.143248108104,0.143283821581,2.86014114053,0.502657148508,0.359257322822,1.42483438978,0,1,0,0.55,40009.9081283,0.420540391246,0.000175255715446,2399.58160666,3.0451357272
2.25,0.487385509348,0.018,0.136594403317,40.7917321197,3218.68687067,40.7917321197,22.4354526659,34.4371126047,9.07884581246,23.0073413088,2.00060403174,40.0122974667,56.0169128887,3.00095715799,1.00031285746,3.00095715799,6.00191431597,36.0112752591,0.0667671001039,18.8900551749,18.8923907499,0.143283821581,0.143283821581,0.143283821581,0.0041051417636,0.00001,0.00001,1.52481709469,0,0,0.0700889021527,144853.912637,33035.7150657,0.0049360348563,0.0277776105421,8.40835758719e-7,0.143805880168,2.86681856807,0.00162259142088,0.0087983678151,7.58857796207,0.00020429055992,6976.67532894,0.000274819109997,0,-0.00409917905501,0.00000370503802833,0.00000225767056201,0,11.320293535,2.83585,18.8947302716,2.8639087831,0.0000152481709469,0,0.143230228461,0.143265972527,2.8639087831,0.5543145216,0.363528533049,1.42526890933,0,1,0,0.55,40012.3903946,0.421398983286,0.000175621219162,2399.47647156,3.0457776931
2.5,0.575213029631,0.018,0.136908626182,40.9431576392,3223.27594053,40.9431576392,22.5187367016,34.3793200036,10.0895455039,23.0088132767,2.00072514302,40.0147631682,56.0203040046,3.00114907279,1.0003755869,3.00114907279,6.00229814557,36.0135360031,0.0674279006752,18.8912224652,18.8935600209,0.143283821581,0.143283821581,0.143283821581,0.0041051417636,0.00001,0.00001,1.66339191305,0,0,0.0828361617989,146401.751191,33042.0652102,0.00493048317367,0.0277972747933,8.41269291625e-7,0.144009536522,2.87090952008,0.00162291752618,0.00886505288967,7.60603478787,0.000204473725467,6972.8095184,0.000305354566663,0,-0.00409883989864,0.00000404175052556,0.00000226011443827,0,11.3162947741,2.8365,18.8959014971,2.86767642567,0.0000166339191305,0,0.143212333725,0.143248108104,2.86767642567,0.612525260888,0.368238691124,1.4257563392,0,1,0,0.55,40014.8747286,0.422257460697,0.000175986722878,2399.37112182,3.046419659
2.75,0.660068354356,0.018,0.137221289446,41.09383158,3227.88204576,41.09383158,22.601607369,34.3228803653,11.1005443493,23.0102864654,2.00084635474,40.0172309145,56.0236979328,3.00134114675,1.00043836835,3.00134114675,6.0026822935,36.0157986219,0.068087732373,18.8923907499,18.8947302716,0.143283821581,0.143283821581,0.143283821581,0.0041051417636,0.00001,0.00001,1.81651906979,0,0,0.095190564899,147941.907273,33048.1514136,0.00492493149103,0.0278167223904,8.41702824532e-7,0.144213192877,2.87500047208,0.00162324363148,0.00893140698253,7.62340496925,0.000204656891014,6969.20970938,0.000335890023329,0,-0.00409846538263,0.00000441382265203,0.00000226255831453,0,11.3127252772,2.83715,18.8970736939,2.87144406823,0.0000181651906979,0,0.143194423996,0.143230228462,2.87144406823,0.678367208689,0.373443483182,1.42629679195,0,1,0,0.55,40017.361123,0.423115823249,0.000176352226595,2399.26555745,3.0470616249
3,0.742049668943,0.018,0.137532390453,41.2437526611,3232.50510182,41.2437526611,22.6840639636,34.2677884263,12.1118182305,23.0117608723,2.00096766671,40.0197007017,56.0270946679,3.00153337956,1.00050120173,3.00153337956,6.00306675911,36.0180631119,0.0687465550629,18.8935600209,18.8959014971,0.143283821581,0.143283821581,0.143283821581,0.0041051417636,0.00001,0.00001,1.98610633066,0,0,0.107164475163,149474.367789,33053.973841,0.0049193798084,0.0278359531293,8.42136357438e-7,0.144416849232,2.87909142409,0.00162356973678,0.00899742952954,7.64068835852,0.000204840056561,6965.8757325,0.000366425479996,0,-0.00409805087147,0.00000482588994381,0.00000226500219079,0,11.3095850295,2.8378,18.8982468601,2.8752117108,0.0000198610633066,0,0.143176499348,0.143212333726,2.8752117108,0.745589450073,0.375402584726,1.42689037904,0,1,0,0.55,40019.8495735,0.423974070709,0.000176717730311,2399.1597785,3.0477035908
3.25,0.82125206783,0.018,0.137841926713,41.3843424813,3237.14502399,41.3843424813,22.7613883647,34.2140389033,13.1233430526,23.013236497,2.00108907887,40.0221725287,56.0304942083,3.00172577113,1.000564087,3.00172577113,6.00345154226,36.0203294722,0.0694043290638,18.8947302716,18.8970736939,0.143283821581,0.143283821581,0.143283821581,0.0041051417636,0.00001,0.00001,2.17249872792,0,0,0.118769889264,150999.120473,33059.5326657,0.00491382812577,0.027854966813,8.42569890344e-7,0.144620505587,2.8831823761,0.00162389584209,0.00906312000234,7.65788481737,0.000205023222108,6962.80741361,0.000396960936662,0,-0.00409759552676,0.00000527879076871,0.00000226744606705,0,11.3068740082,2.83845,18.8994209952,2.87897935337,0.0000217249872792,0,0.143158559835,0.143194423996,2.87897935337,0.820149576771,0.377514410587,1.42753721085,0,1,0,0.55,40022.3400793,0.424832202849,0.000177083234027,2399.05378498,3.0483455567
